Date;Price
28/8/2018;577,5
27/8/2018;577,5
24/8/2018;575,5
23/8/2018;574,79
22/8/2018;573,76
21/8/2018;571,67
20/8/2018;570
17/8/2018;570,67
16/8/2018;570,39
15/8/2018;571,63
14/8/2018;571,26
13/8/2018;570,83
10/8/2018;569,18
9/8/2018;567,21
8/8/2018;572,21
7/8/2018;571,97
6/8/2018;573,92
3/8/2018;574
2/8/2018;575
1/8/2018;575
31/7/2018;574,87
30/7/2018;575,83
27/7/2018;575
26/7/2018;576,25
25/7/2018;575,98
24/7/2018;575,61
23/7/2018;578,42
20/7/2018;579,82
19/7/2018;579,33
18/7/2018;580
17/7/2018;580,32
16/7/2018;578,52
13/7/2018;580
12/7/2018;580,63
11/7/2018;580
10/7/2018;577,22
9/7/2018;579,17
6/7/2018;585
5/7/2018;586,25
4/7/2018;588,5
3/7/2018;589,69
2/7/2018;591,25
29/6/2018;591,46
28/6/2018;594,58
27/6/2018;594,13
26/6/2018;596,08
25/6/2018;596,25
22/6/2018;595
21/6/2018;596
20/6/2018;597,92
19/6/2018;596,18
18/6/2018;593,56
15/6/2018;593,56
14/6/2018;593,51
13/6/2018;594,67
12/6/2018;595,25
11/6/2018;594,25
8/6/2018;593,75
7/6/2018;593,33
6/6/2018;592,5
5/6/2018;590,5
4/6/2018;591,46
1/6/2018;588,69
31/5/2018;589,61
30/5/2018;591,46
29/5/2018;590,63
28/5/2018;589,58
25/5/2018;586,2
24/5/2018;586,22
23/5/2018;586,43
22/5/2018;590,63
21/5/2018;591,25
18/5/2018;590,21
17/5/2018;591,19
16/5/2018;588,75
15/5/2018;588,88
14/5/2018;585,42
11/5/2018;585,47
10/5/2018;583,3
9/5/2018;586,9
8/5/2018;588,5
7/5/2018;589,79
4/5/2018;586,83
3/5/2018;586,37
2/5/2018;587,5
1/5/2018;585,83
30/4/2018;585,83
27/4/2018;585,83
26/4/2018;587,68
25/4/2018;591,79
24/4/2018;594,43
23/4/2018;597,5
20/4/2018;581,98
19/4/2018;579,38
18/4/2018;578,71
17/4/2018;576,88
16/4/2018;578,17
13/4/2018;578,5
12/4/2018;578,69
11/4/2018;580,52
10/4/2018;578,28
9/4/2018;578,69
6/4/2018;579,55
5/4/2018;579,55
4/4/2018;579,55
3/4/2018;578,75
2/4/2018;577,7
30/3/2018;575,5
29/3/2018;573,25
28/3/2018;571,21
27/3/2018;574,04
26/3/2018;571,56
23/3/2018;585,86
22/3/2018;594,82
21/3/2018;590,29
20/3/2018;590,83
19/3/2018;591,94
16/3/2018;595,57
15/3/2018;591,67
14/3/2018;591,19
13/3/2018;591,03
12/3/2018;592,78
9/3/2018;608,13
8/3/2018;611,04
7/3/2018;612
6/3/2018;620,81
5/3/2018;612,58
2/3/2018;610,75
1/3/2018;610,02
28/2/2018;601,3
27/2/2018;600,15
26/2/2018;598,66
23/2/2018;593,94
22/2/2018;592,83
21/2/2018;591,5
20/2/2018;591,5
19/2/2018;591,5
16/2/2018;591,5
15/2/2018;591,5
14/2/2018;591,5
13/2/2018;591,5
12/2/2018;591,5
9/2/2018;591,5
8/2/2018;590,6
7/2/2018;589,75
6/2/2018;584,71
5/2/2018;583,04
2/2/2018;580,58
1/2/2018;579,08
31/1/2018;577,1
30/1/2018;577,75
29/1/2018;578,67
26/1/2018;577
25/1/2018;577,75
24/1/2018;577
23/1/2018;578,21
22/1/2018;572,58
19/1/2018;568,59
18/1/2018;565,8
17/1/2018;568,31
16/1/2018;570,87
15/1/2018;570,04
12/1/2018;569,67
11/1/2018;570,75
10/1/2018;575,75
9/1/2018;574,8
8/1/2018;566,33
5/1/2018;570,13
4/1/2018;572,83
3/1/2018;573,93
2/1/2018;576,3
1/1/2018;571,88
29/12/2017;571,88
28/12/2017;576,88
27/12/2017;579,75
26/12/2017;577,29
25/12/2017;574,69
22/12/2017;578,17
21/12/2017;575,83
20/12/2017;577,2
19/12/2017;578,78
18/12/2017;579,31
15/12/2017;574,58
14/12/2017;579,3
13/12/2017;577,17
12/12/2017;575,63
11/12/2017;577,5
8/12/2017;572,23
7/12/2017;565,42
6/12/2017;572,5
5/12/2017;569,11
4/12/2017;560
1/12/2017;561,25
30/11/2017;560,63
29/11/2017;553,81
28/11/2017;556,72
27/11/2017;557
24/11/2017;551,25
23/11/2017;550,75
22/11/2017;550,42
21/11/2017;552,5
20/11/2017;549,25
17/11/2017;544,68
16/11/2017;551
15/11/2017;546,54
14/11/2017;546,88
13/11/2017;545,09
10/11/2017;544,58
9/11/2017;545,62
8/11/2017;545
7/11/2017;548,9
6/11/2017;544,44
3/11/2017;544,62
2/11/2017;545,26
1/11/2017;544,24
31/10/2017;545,14
30/10/2017;539,38
27/10/2017;551,83
26/10/2017;555,68
25/10/2017;561,47
24/10/2017;564,72
23/10/2017;560,28
20/10/2017;565,83
19/10/2017;567,77
18/10/2017;567,77
17/10/2017;561,65
16/10/2017;560,7
13/10/2017;555
12/10/2017;555
11/10/2017;555
10/10/2017;555
9/10/2017;572,5
6/10/2017;572,5
5/10/2017;572,5
4/10/2017;572,5
3/10/2017;572,5
2/10/2017;572,5
29/9/2017;572,5
28/9/2017;572,5
27/9/2017;572,5
26/9/2017;572,5
25/9/2017;590
22/9/2017;590
21/9/2017;590
20/9/2017;590
19/9/2017;590
18/9/2017;587,5
15/9/2017;587,5
14/9/2017;587,5
13/9/2017;587,5
12/9/2017;587,5
11/9/2017;562,5
8/9/2017;562,5
7/9/2017;562,5
6/9/2017;562,5
5/9/2017;562,5
4/9/2017;555
1/9/2017;555
31/8/2017;555
30/8/2017;555
29/8/2017;555
28/8/2017;555
25/8/2017;555
24/8/2017;555
23/8/2017;555
22/8/2017;555
21/8/2017;548
18/8/2017;548
17/8/2017;548
16/8/2017;548
15/8/2017;548
14/8/2017;530
11/8/2017;530
10/8/2017;530
9/8/2017;530
8/8/2017;530
7/8/2017;510
4/8/2017;510
3/8/2017;510
2/8/2017;510
1/8/2017;510
31/7/2017;500
28/7/2017;500
27/7/2017;500
26/7/2017;500
25/7/2017;500
24/7/2017;491,5
21/7/2017;491,5
20/7/2017;491,5
19/7/2017;491,5
18/7/2017;491,5
17/7/2017;480
14/7/2017;480
13/7/2017;480
12/7/2017;480
11/7/2017;480
10/7/2017;470
7/7/2017;470
6/7/2017;470
5/7/2017;470
4/7/2017;470
3/7/2017;455
30/6/2017;455
29/6/2017;455
28/6/2017;455
27/6/2017;455
26/6/2017;447,5
23/6/2017;447,5
22/6/2017;447,5
21/6/2017;447,5
20/6/2017;447,5
19/6/2017;437,5
16/6/2017;437,5
15/6/2017;437,5
14/6/2017;437,5
13/6/2017;437,5
12/6/2017;432,5
9/6/2017;432,5
8/6/2017;432,5
7/6/2017;432,5
6/6/2017;432,5
5/6/2017;445
2/6/2017;445
1/6/2017;445
31/5/2017;445
30/5/2017;445
29/5/2017;445
26/5/2017;445
25/5/2017;445
24/5/2017;445
23/5/2017;445
22/5/2017;425
19/5/2017;425
18/5/2017;425
17/5/2017;425
16/5/2017;425
15/5/2017;420
12/5/2017;420
11/5/2017;420
10/5/2017;420
9/5/2017;420
8/5/2017;430
5/5/2017;430
4/5/2017;430
3/5/2017;430
2/5/2017;430
1/5/2017;422,5
28/4/2017;422,5
27/4/2017;422,5
26/4/2017;422,5
25/4/2017;422,5
24/4/2017;417,5
21/4/2017;417,5
20/4/2017;417,5
19/4/2017;417,5
18/4/2017;417,5
17/4/2017;442,5
14/4/2017;442,5
13/4/2017;442,5
12/4/2017;442,5
11/4/2017;442,5
10/4/2017;475
7/4/2017;475
6/4/2017;475
5/4/2017;475
4/4/2017;475
3/4/2017;475
31/3/2017;475
30/3/2017;475
29/3/2017;475
28/3/2017;475
27/3/2017;492,5
24/3/2017;492,5
23/3/2017;492,5
22/3/2017;492,5
21/3/2017;492,5
20/3/2017;497,5
17/3/2017;497,5
16/3/2017;497,5
15/3/2017;497,5
14/3/2017;497,5
13/3/2017;502,5
10/3/2017;502,5
9/3/2017;512,5
8/3/2017;512,5
7/3/2017;512,5
6/3/2017;512,5
3/3/2017;512,5
2/3/2017;515
1/3/2017;515
28/2/2017;515
27/2/2017;515
24/2/2017;515
23/2/2017;502,5
22/2/2017;502,5
21/2/2017;502,5
20/2/2017;502,5
17/2/2017;502,5
16/2/2017;497,5
15/2/2017;497,5
14/2/2017;497,5
13/2/2017;497,5
10/2/2017;497,5
9/2/2017;500
8/2/2017;500
7/2/2017;500
6/2/2017;500
3/2/2017;500
2/2/2017;500
1/2/2017;500
31/1/2017;500
30/1/2017;500
27/1/2017;500
26/1/2017;495
25/1/2017;495
24/1/2017;495
23/1/2017;495
20/1/2017;495
19/1/2017;495
18/1/2017;495
17/1/2017;495
16/1/2017;495
13/1/2017;495
12/1/2017;485
11/1/2017;485
10/1/2017;485
9/1/2017;485
6/1/2017;485
5/1/2017;490
4/1/2017;490
3/1/2017;490
2/1/2017;490
30/12/2016;490
29/12/2016;515
28/12/2016;515
27/12/2016;515
26/12/2016;515
23/12/2016;515
22/12/2016;517,5
21/12/2016;517,5
20/12/2016;517,5
19/12/2016;517,5
16/12/2016;517,5
15/12/2016;500
14/12/2016;500
13/12/2016;500
12/12/2016;500
9/12/2016;500
8/12/2016;490
7/12/2016;490
6/12/2016;490
5/12/2016;490
2/12/2016;490
1/12/2016;475
30/11/2016;475
29/11/2016;475
28/11/2016;475
25/11/2016;475
24/11/2016;467,5
23/11/2016;467,5
22/11/2016;467,5
21/11/2016;467,5
18/11/2016;467,5
17/11/2016;475
16/11/2016;475
15/11/2016;475
14/11/2016;475
11/11/2016;475
10/11/2016;442,5
9/11/2016;442,5
8/11/2016;442,5
7/11/2016;442,5
4/11/2016;442,5
3/11/2016;415
2/11/2016;415
1/11/2016;415
31/10/2016;415
28/10/2016;415
27/10/2016;396,5
26/10/2016;396,5
25/10/2016;396,5
24/10/2016;396,5
21/10/2016;396,5
20/10/2016;385,5
19/10/2016;385,5
18/10/2016;385,5
17/10/2016;385,5
14/10/2016;385,5
13/10/2016;377,5
12/10/2016;377,5
11/10/2016;377,5
10/10/2016;377,5
7/10/2016;377,5
6/10/2016;377,5
5/10/2016;377,5
4/10/2016;377,5
3/10/2016;377,5
30/9/2016;377,5
29/9/2016;377,5
28/9/2016;377,5
27/9/2016;377,5
26/9/2016;377,5
23/9/2016;377,5
22/9/2016;387,5
21/9/2016;387,5
20/9/2016;387,5
19/9/2016;387,5
16/9/2016;387,5
15/9/2016;392,5
14/9/2016;392,5
13/9/2016;392,5
12/9/2016;392,5
9/9/2016;392,5
8/9/2016;392,5
7/9/2016;392,5
6/9/2016;392,5
5/9/2016;392,5
2/9/2016;392,5
1/9/2016;395
31/8/2016;395
30/8/2016;395
29/8/2016;395
26/8/2016;395
25/8/2016;390
24/8/2016;390
23/8/2016;390
22/8/2016;390
19/8/2016;390
18/8/2016;385
17/8/2016;385
16/8/2016;385
15/8/2016;385
12/8/2016;385
11/8/2016;367,5
10/8/2016;367,5
9/8/2016;367,5
8/8/2016;367,5
5/8/2016;367,5
4/8/2016;367,5
3/8/2016;367,5
2/8/2016;367,5
1/8/2016;367,5
29/7/2016;367,5
28/7/2016;367,5
27/7/2016;367,5
26/7/2016;367,5
25/7/2016;367,5
22/7/2016;367,5
21/7/2016;367,5
20/7/2016;367,5
19/7/2016;367,5
18/7/2016;367,5
15/7/2016;367,5
14/7/2016;352,5
13/7/2016;352,5
12/7/2016;352,5
11/7/2016;352,5
8/7/2016;352,5
7/7/2016;342,5
6/7/2016;342,5
5/7/2016;342,5
4/7/2016;342,5
1/7/2016;342,5
30/6/2016;327,5
29/6/2016;327,5
28/6/2016;327,5
27/6/2016;327,5
24/6/2016;327,5
23/6/2016;332,5
22/6/2016;332,5
21/6/2016;332,5
20/6/2016;332,5
17/6/2016;332,5
16/6/2016;335
15/6/2016;335
14/6/2016;335
13/6/2016;335
10/6/2016;335
9/6/2016;337,5
8/6/2016;337,5
7/6/2016;337,5
6/6/2016;337,5
3/6/2016;337,5
2/6/2016;347,5
1/6/2016;347,5
31/5/2016;347,5
30/5/2016;347,5
27/5/2016;347,5
26/5/2016;367,5
25/5/2016;367,5
24/5/2016;367,5
23/5/2016;367,5
20/5/2016;367,5
19/5/2016;387,5
18/5/2016;387,5
17/5/2016;387,5
16/5/2016;387,5
13/5/2016;387,5
12/5/2016;412,5
11/5/2016;412,5
10/5/2016;412,5
9/5/2016;412,5
6/5/2016;412,5
5/5/2016;437,5
4/5/2016;437,5
3/5/2016;437,5
2/5/2016;437,5
29/4/2016;437,5
28/4/2016;472,5
27/4/2016;472,5
26/4/2016;472,5
25/4/2016;472,5
22/4/2016;472,5
21/4/2016;422,5
20/4/2016;422,5
19/4/2016;422,5
18/4/2016;422,5
15/4/2016;422,5
14/4/2016;377,5
13/4/2016;377,5
12/4/2016;377,5
11/4/2016;377,5
8/4/2016;377,5
7/4/2016;372,5
6/4/2016;372,5
5/4/2016;372,5
4/4/2016;372,5
1/4/2016;372,5
31/3/2016;357,5
30/3/2016;357,5
29/3/2016;357,5
28/3/2016;357,5
25/3/2016;357,5
24/3/2016;347,5
23/3/2016;347,5
22/3/2016;347,5
21/3/2016;347,5
18/3/2016;347,5
17/3/2016;307,5
16/3/2016;307,5
15/3/2016;307,5
14/3/2016;307,5
11/3/2016;307,5
10/3/2016;307,5
9/3/2016;307,5
8/3/2016;307,5
7/3/2016;307,5
4/3/2016;307,5
3/3/2016;292,5
2/3/2016;292,5
1/3/2016;292,5
29/2/2016;292,5
26/2/2016;292,5
25/2/2016;277,5
24/2/2016;277,5
23/2/2016;277,5
22/2/2016;277,5
19/2/2016;277,5
18/2/2016;272,5
17/2/2016;272,5
16/2/2016;272,5
15/2/2016;272,5
12/2/2016;272,5
11/2/2016;272,5
10/2/2016;272,5
9/2/2016;272,5
8/2/2016;272,5
5/2/2016;272,5
4/2/2016;272,5
3/2/2016;272,5
2/2/2016;272,5
1/2/2016;272,5
29/1/2016;272,5
28/1/2016;272,5
27/1/2016;272,5
26/1/2016;272,5
25/1/2016;272,5
22/1/2016;272,5
21/1/2016;272,5
20/1/2016;272,5
19/1/2016;272,5
18/1/2016;272,5
15/1/2016;272,5
14/1/2016;272,5
13/1/2016;272,5
12/1/2016;272,5
11/1/2016;272,5
8/1/2016;272,5
7/1/2016;267,5
6/1/2016;267,5
5/1/2016;267,5
4/1/2016;267,5
1/1/2016;267,5
31/12/2015;267,5
30/12/2015;262,5
29/12/2015;262,5
28/12/2015;262,5
25/12/2015;262,5
24/12/2015;257,5
23/12/2015;257,5
22/12/2015;257,5
21/12/2015;257,5
18/12/2015;257,5
17/12/2015;257,5
16/12/2015;257,5
15/12/2015;257,5
14/12/2015;257,5
11/12/2015;257,5
10/12/2015;257,5
9/12/2015;257,5
8/12/2015;257,5
7/12/2015;257,5
4/12/2015;257,5
3/12/2015;262,5
2/12/2015;262,5
1/12/2015;262,5
30/11/2015;262,5
27/11/2015;262,5
26/11/2015;262,5
25/11/2015;262,5
24/11/2015;262,5
23/11/2015;262,5
20/11/2015;262,5
19/11/2015;262,5
18/11/2015;262,5
17/11/2015;262,5
16/11/2015;262,5
13/11/2015;262,5
12/11/2015;262,5
11/11/2015;262,5
10/11/2015;262,5
9/11/2015;262,5
6/11/2015;262,5
5/11/2015;265
4/11/2015;265
3/11/2015;265
2/11/2015;265
30/10/2015;265
29/10/2015;267,5
28/10/2015;267,5
27/10/2015;267,5
26/10/2015;267,5
23/10/2015;267,5
22/10/2015;270
21/10/2015;270
20/10/2015;270
19/10/2015;270
16/10/2015;270
15/10/2015;272,5
14/10/2015;272,5
13/10/2015;272,5
12/10/2015;272,5
9/10/2015;272,5
8/10/2015;272,5
7/10/2015;272,5
6/10/2015;272,5
5/10/2015;272,5
2/10/2015;272,5
1/10/2015;275
30/9/2015;275
29/9/2015;275
28/9/2015;275
25/9/2015;275
24/9/2015;280
23/9/2015;280
22/9/2015;280
21/9/2015;280
18/9/2015;280
17/9/2015;287,5
16/9/2015;287,5
15/9/2015;287,5
14/9/2015;287,5
11/9/2015;287,5
10/9/2015;297,5
9/9/2015;297,5
8/9/2015;297,5
7/9/2015;297,5
4/9/2015;297,5
3/9/2015;297,5
2/9/2015;297,5
1/9/2015;297,5
31/8/2015;297,5
28/8/2015;297,5
27/8/2015;302,5
26/8/2015;302,5
25/8/2015;302,5
24/8/2015;302,5
21/8/2015;302,5
20/8/2015;307,5
19/8/2015;307,5
18/8/2015;307,5
17/8/2015;307,5
14/8/2015;307,5
13/8/2015;312,5
12/8/2015;312,5
11/8/2015;312,5
10/8/2015;312,5
7/8/2015;312,5
6/8/2015;307,5
5/8/2015;307,5
4/8/2015;307,5
3/8/2015;307,5
31/7/2015;307,5
30/7/2015;307,5
29/7/2015;307,5
28/7/2015;307,5
27/7/2015;307,5
24/7/2015;307,5
23/7/2015;312,5
22/7/2015;312,5
21/7/2015;312,5
20/7/2015;312,5
17/7/2015;312,5
16/7/2015;315
15/7/2015;315
14/7/2015;315
13/7/2015;315
10/7/2015;315
9/7/2015;335
8/7/2015;335
7/7/2015;335
6/7/2015;335
3/7/2015;335
2/7/2015;342,5
1/7/2015;342,5
30/6/2015;342,5
29/6/2015;342,5
26/6/2015;342,5
25/6/2015;342,5
24/6/2015;342,5
23/6/2015;342,5
22/6/2015;342,5
19/6/2015;342,5
18/6/2015;347,5
17/6/2015;347,5
16/6/2015;347,5
15/6/2015;347,5
12/6/2015;347,5
11/6/2015;352,5
10/6/2015;352,5
9/6/2015;352,5
8/6/2015;352,5
5/6/2015;352,5
4/6/2015;357,5
3/6/2015;357,5
2/6/2015;357,5
1/6/2015;357,5
29/5/2015;357,5
28/5/2015;357,5
27/5/2015;357,5
26/5/2015;357,5
25/5/2015;357,5
22/5/2015;357,5
21/5/2015;362,5
20/5/2015;362,5
19/5/2015;362,5
18/5/2015;362,5
15/5/2015;362,5
14/5/2015;362,5
13/5/2015;362,5
12/5/2015;362,5
11/5/2015;362,5
8/5/2015;362,5
7/5/2015;362,5
6/5/2015;362,5
5/5/2015;362,5
4/5/2015;362,5
1/5/2015;362,5
30/4/2015;362,5
29/4/2015;362,5
28/4/2015;362,5
27/4/2015;362,5
24/4/2015;362,5
23/4/2015;362,5
22/4/2015;362,5
21/4/2015;362,5
20/4/2015;362,5
17/4/2015;362,5
16/4/2015;367,5
15/4/2015;367,5
14/4/2015;367,5
13/4/2015;367,5
10/4/2015;367,5
9/4/2015;375
8/4/2015;375
7/4/2015;375
6/4/2015;375
3/4/2015;375
2/4/2015;375
1/4/2015;375
31/3/2015;375
30/3/2015;375
27/3/2015;375
26/3/2015;367,5
25/3/2015;367,5
24/3/2015;367,5
23/3/2015;367,5
20/3/2015;367,5
19/3/2015;372,5
18/3/2015;372,5
17/3/2015;372,5
16/3/2015;372,5
13/3/2015;372,5
12/3/2015;375
11/3/2015;375
10/3/2015;375
9/3/2015;375
6/3/2015;375
5/3/2015;375
4/3/2015;375
3/3/2015;375
2/3/2015;375
28/2/2015;375
27/2/2015;375
26/2/2015;375
25/2/2015;375
24/2/2015;375
23/2/2015;375
20/2/2015;375
19/2/2015;375
18/2/2015;375
17/2/2015;375
16/2/2015;375
13/2/2015;375
12/2/2015;382,5
11/2/2015;382,5
10/2/2015;382,5
9/2/2015;382,5
6/2/2015;382,5
5/2/2015;395
4/2/2015;395
3/2/2015;395
2/2/2015;395
30/1/2015;395
29/1/2015;412,5
28/1/2015;412,5
27/1/2015;412,5
26/1/2015;412,5
23/1/2015;412,5
22/1/2015;432,5
21/1/2015;432,5
20/1/2015;432,5
19/1/2015;432,5
16/1/2015;432,5
15/1/2015;445
14/1/2015;445
13/1/2015;445
12/1/2015;445
9/1/2015;445
8/1/2015;457,5
7/1/2015;457,5
6/1/2015;457,5
5/1/2015;457,5
2/1/2015;457,5
1/1/2015;457,5
31/12/2014;457,5
30/12/2014;457,5
29/12/2014;457,5
26/12/2014;457,5
25/12/2014;457,5
24/12/2014;457,5
23/12/2014;457,5
22/12/2014;457,5
19/12/2014;457,5
18/12/2014;457,5
17/12/2014;457,5
16/12/2014;457,5
15/12/2014;457,5
12/12/2014;457,5
11/12/2014;460
10/12/2014;460
9/12/2014;460
8/12/2014;460
5/12/2014;460
4/12/2014;462,5
3/12/2014;462,5
2/12/2014;462,5
1/12/2014;462,5
28/11/2014;462,5
27/11/2014;465
26/11/2014;465
25/11/2014;465
24/11/2014;465
21/11/2014;465
20/11/2014;470
19/11/2014;470
18/11/2014;470
17/11/2014;470
14/11/2014;470
13/11/2014;475
12/11/2014;475
11/11/2014;475
10/11/2014;475
7/11/2014;475
6/11/2014;475
5/11/2014;475
4/11/2014;475
3/11/2014;475
31/10/2014;475
30/10/2014;477,5
29/10/2014;477,5
28/10/2014;477,5
27/10/2014;477,5
24/10/2014;477,5
23/10/2014;477,5
22/10/2014;477,5
21/10/2014;477,5
20/10/2014;477,5
17/10/2014;477,5
16/10/2014;482,5
15/10/2014;482,5
14/10/2014;482,5
13/10/2014;482,5
10/10/2014;482,5
9/10/2014;482,5
8/10/2014;482,5
7/10/2014;482,5
6/10/2014;482,5
3/10/2014;482,5
2/10/2014;482,5
1/10/2014;482,5
30/9/2014;482,5
29/9/2014;482,5
26/9/2014;482,5
25/9/2014;487,5
24/9/2014;487,5
23/9/2014;487,5
22/9/2014;487,5
19/9/2014;487,5
18/9/2014;497,5
17/9/2014;497,5
16/9/2014;497,5
15/9/2014;497,5
12/9/2014;497,5
11/9/2014;502,5
10/9/2014;502,5
9/9/2014;502,5
8/9/2014;502,5
5/9/2014;502,5
4/9/2014;502,5
3/9/2014;502,5
2/9/2014;502,5
1/9/2014;502,5
29/8/2014;502,5
28/8/2014;502,5
27/8/2014;502,5
26/8/2014;502,5
25/8/2014;502,5
22/8/2014;502,5
21/8/2014;507,5
20/8/2014;507,5
19/8/2014;507,5
18/8/2014;507,5
15/8/2014;507,5
14/8/2014;507,5
13/8/2014;507,5
12/8/2014;507,5
11/8/2014;507,5
8/8/2014;507,5
7/8/2014;507,5
6/8/2014;507,5
5/8/2014;507,5
4/8/2014;507,5
1/8/2014;507,5
31/7/2014;507,5
30/7/2014;507,5
29/7/2014;507,5
28/7/2014;507,5
25/7/2014;507,5
24/7/2014;507,5
23/7/2014;507,5
22/7/2014;507,5
21/7/2014;507,5
18/7/2014;507,5
17/7/2014;505
16/7/2014;505
15/7/2014;505
14/7/2014;505
11/7/2014;505
10/7/2014;502,5
9/7/2014;502,5
8/7/2014;502,5
7/7/2014;502,5
4/7/2014;502,5
3/7/2014;502,5
2/7/2014;502,5
1/7/2014;502,5
30/6/2014;502,5
27/6/2014;502,5
26/6/2014;502,5
25/6/2014;502,5
24/6/2014;502,5
23/6/2014;502,5
20/6/2014;502,5
19/6/2014;507,5
18/6/2014;507,5
17/6/2014;507,5
16/6/2014;507,5
13/6/2014;507,5
12/6/2014;507,5
11/6/2014;507,5
10/6/2014;507,5
9/6/2014;507,5
6/6/2014;507,5
5/6/2014;507,5
4/6/2014;507,5
3/6/2014;507,5
2/6/2014;507,5
30/5/2014;507,5
29/5/2014;507,5
28/5/2014;507,5
27/5/2014;507,5
26/5/2014;507,5
23/5/2014;507,5
22/5/2014;512,5
21/5/2014;512,5
20/5/2014;512,5
19/5/2014;512,5
16/5/2014;512,5
15/5/2014;512,5
14/5/2014;512,5
13/5/2014;512,5
12/5/2014;512,5
9/5/2014;512,5
8/5/2014;517,5
7/5/2014;517,5
6/5/2014;517,5
5/5/2014;517,5
2/5/2014;517,5
1/5/2014;517,5
30/4/2014;517,5
29/4/2014;517,5
28/4/2014;517,5
25/4/2014;517,5
24/4/2014;522,5
23/4/2014;522,5
22/4/2014;522,5
21/4/2014;522,5
18/4/2014;522,5
17/4/2014;522,5
16/4/2014;522,5
15/4/2014;522,5
14/4/2014;522,5
11/4/2014;522,5
10/4/2014;517,5
9/4/2014;517,5
8/4/2014;517,5
7/4/2014;517,5
4/4/2014;517,5
3/4/2014;517,5
2/4/2014;517,5
1/4/2014;517,5
31/3/2014;517,5
28/3/2014;517,5
27/3/2014;517,5
26/3/2014;517,5
25/3/2014;517,5
24/3/2014;517,5
21/3/2014;517,5
20/3/2014;517,5
19/3/2014;517,5
18/3/2014;517,5
17/3/2014;517,5
14/3/2014;517,5
13/3/2014;522,5
12/3/2014;522,5
11/3/2014;522,5
10/3/2014;522,5
7/3/2014;522,5
6/3/2014;527,5
5/3/2014;527,5
4/3/2014;527,5
3/3/2014;527,5
28/2/2014;527,5
27/2/2014;527,5
26/2/2014;527,5
25/2/2014;527,5
24/2/2014;527,5
21/2/2014;527,5
20/2/2014;527,5
19/2/2014;527,5
18/2/2014;527,5
17/2/2014;527,5
14/2/2014;527,5
13/2/2014;527,5
12/2/2014;527,5
11/2/2014;527,5
10/2/2014;527,5
7/2/2014;527,5
6/2/2014;527,5
5/2/2014;527,5
4/2/2014;527,5
3/2/2014;527,5
31/1/2014;527,5
30/1/2014;527,5
29/1/2014;527,5
28/1/2014;527,5
27/1/2014;527,5
24/1/2014;527,5
23/1/2014;527,5
22/1/2014;527,5
21/1/2014;527,5
20/1/2014;527,5
17/1/2014;527,5
16/1/2014;532,5
15/1/2014;532,5
14/1/2014;532,5
13/1/2014;532,5
10/1/2014;532,5
9/1/2014;530
8/1/2014;530
7/1/2014;530
6/1/2014;530
3/1/2014;530
2/1/2014;530
1/1/2014;530
31/12/2013;530
30/12/2013;530
27/12/2013;530
26/12/2013;522,5
25/12/2013;522,5
24/12/2013;522,5
23/12/2013;522,5
20/12/2013;522,5
19/12/2013;522,5
18/12/2013;522,5
17/12/2013;522,5
16/12/2013;522,5
13/12/2013;522,5
12/12/2013;522,5
11/12/2013;522,5
10/12/2013;522,5
9/12/2013;522,5
6/12/2013;522,5
5/12/2013;522,5
4/12/2013;522,5
3/12/2013;522,5
2/12/2013;522,5
29/11/2013;522,5
28/11/2013;522,5
27/11/2013;522,5
26/11/2013;522,5
25/11/2013;522,5
22/11/2013;522,5
21/11/2013;522,5
20/11/2013;522,5
19/11/2013;522,5
18/11/2013;522,5
15/11/2013;522,5
14/11/2013;517,5
13/11/2013;517,5
12/11/2013;517,5
11/11/2013;517,5
8/11/2013;517,5
7/11/2013;517,5
6/11/2013;517,5
5/11/2013;517,5
4/11/2013;517,5
1/11/2013;517,5
31/10/2013;517,5
30/10/2013;517,5
29/10/2013;517,5
28/10/2013;517,5
25/10/2013;517,5
24/10/2013;522,5
23/10/2013;522,5
22/10/2013;522,5
21/10/2013;522,5
18/10/2013;522,5
17/10/2013;522,5
16/10/2013;522,5
15/10/2013;522,5
14/10/2013;522,5
11/10/2013;522,5
10/10/2013;535
9/10/2013;535
8/10/2013;535
7/10/2013;535
4/10/2013;535
3/10/2013;535
2/10/2013;535
1/10/2013;535
30/9/2013;535
27/9/2013;535
26/9/2013;547,5
25/9/2013;547,5
24/9/2013;547,5
23/9/2013;547,5
20/9/2013;547,5
19/9/2013;547,5
18/9/2013;547,5
17/9/2013;547,5
16/9/2013;547,5
13/9/2013;547,5
12/9/2013;540
11/9/2013;540
10/9/2013;540
9/9/2013;540
6/9/2013;540
5/9/2013;532,5
4/9/2013;532,5
3/9/2013;532,5
2/9/2013;532,5
30/8/2013;532,5
29/8/2013;532,5
28/8/2013;532,5
27/8/2013;532,5
26/8/2013;532,5
23/8/2013;532,5
22/8/2013;532,5
21/8/2013;532,5
20/8/2013;532,5
19/8/2013;532,5
16/8/2013;532,5
15/8/2013;532,5
14/8/2013;532,5
13/8/2013;532,5
12/8/2013;532,5
9/8/2013;532,5
8/8/2013;525
7/8/2013;525
6/8/2013;525
5/8/2013;525
2/8/2013;525
1/8/2013;520
31/7/2013;520
30/7/2013;520
29/7/2013;520
26/7/2013;520
25/7/2013;515
24/7/2013;515
23/7/2013;515
