Date,Price_X,Price_Y,Price_Z,Price_Equipo1,Price_Equipo2
2011-11-18,107.56,607.5,2085.25,500.84,955.6
2011-11-21,106.88,607.5,2074.75,521.09,918.4
2011-11-22,109.03,607.5,2058.75,519.7,910.11
2011-11-23,107.02,607.5,2058.75,506.05,919.5
2011-11-24,107.78,607.5,2002.25,511.21,891.74
2011-11-25,106.4,607.5,1987.0,500.5,909.61
2011-11-28,109.0,607.5,2006.25,498.3,925.34
2011-11-29,110.82,607.5,1990.5,507.06,912.32
2011-11-30,110.52,607.5,1976.75,503.63,915.74
2011-12-01,108.99,607.5,2103.25,510.35,934.1
2011-12-02,109.94,607.5,2139.5,495.12,932.68
2011-12-05,109.81,607.5,2105.25,522.42,954.29
2011-12-06,110.81,607.5,2103.25,522.99,932.65
2011-12-07,109.53,607.5,2101.75,513.94,949.25
2011-12-08,108.11,607.5,2059.25,508.72,912.22
2011-12-09,108.62,612.5,2066.25,505.88,905.78
2011-12-12,107.26,612.5,2026.25,521.08,942.39
2011-12-13,109.5,612.5,2020.5,517.57,895.31
2011-12-14,105.02,612.5,1975.75,500.66,924.07
2011-12-15,105.09,612.5,1982.25,523.62,925.72
2011-12-16,103.35,610.0,2003.25,518.51,921.5
2011-12-19,103.64,610.0,1955.25,522.46,898.14
2011-12-20,106.73,610.0,1970.5,516.24,899.93
2011-12-21,107.71,610.0,1944.75,513.01,906.98
2011-12-22,107.89,610.0,1965.25,507.08,883.08
2011-12-23,107.96,610.0,1991.25,522.82,901.32
2011-12-27,109.27,610.0,1970.25,521.05,902.93
2011-12-28,107.56,610.0,1970.25,495.61,891.16
2011-12-29,108.01,610.0,1975.5,495.12,893.93
2011-12-30,107.38,610.0,1970.25,505.7,886.75
2012-01-03,112.13,610.0,2005.75,519.94,912.8
2012-01-04,113.7,610.0,2051.5,525.67,944.52
2012-01-05,112.74,610.0,2003.25,499.84,892.39
2012-01-06,113.06,607.5,2019.5,511.48,937.16
2012-01-09,112.45,607.5,2061.25,504.86,937.58
2012-01-10,113.28,607.5,2137.5,523.0,971.24
2012-01-11,112.24,607.5,2134.25,518.88,954.54
2012-01-12,111.26,607.5,2157.25,518.57,974.75
2012-01-13,110.44,612.5,2109.75,511.13,916.82
2012-01-16,111.2,612.5,2120.5,509.62,966.18
2012-01-17,111.53,612.5,2171.25,505.34,938.46
2012-01-18,110.66,612.5,2174.5,498.5,988.48
2012-01-19,111.55,612.5,2180.75,523.52,996.85
2012-01-20,109.86,625.0,2183.5,531.77,960.77
2012-01-23,110.58,625.0,2193.25,537.77,959.31
2012-01-24,110.03,625.0,2190.25,537.56,990.62
2012-01-25,109.81,625.0,2185.75,523.7,959.09
2012-01-26,110.79,625.0,2231.75,530.59,1010.88
2012-01-27,111.46,625.0,2241.25,536.23,968.92
2012-01-30,110.75,625.0,2210.25,533.1,959.96
2012-01-31,110.98,625.0,2257.25,514.28,1026.43
2012-02-01,111.56,625.0,2219.25,520.76,995.55
2012-02-02,112.07,625.0,2200.5,510.79,999.57
2012-02-03,114.58,630.0,2158.5,541.27,957.49
2012-02-06,115.93,630.0,2175.25,530.54,984.04
2012-02-07,116.23,630.0,2172.5,518.66,978.41
2012-02-08,117.2,630.0,2236.25,532.87,1000.64
2012-02-09,118.59,630.0,2232.25,531.46,1004.5
2012-02-10,117.31,632.5,2218.25,524.96,993.83
2012-02-13,117.93,632.5,2207.25,517.31,981.7
2012-02-14,118.16,632.5,2163.0,535.08,958.16
2012-02-15,118.93,632.5,2173.5,530.43,990.69
2012-02-16,120.11,632.5,2116.75,538.68,940.74
2012-02-17,119.58,640.0,2127.25,536.56,973.38
2012-02-20,120.05,640.0,2130.0,547.34,947.94
2012-02-21,121.66,640.0,2175.25,538.0,986.33
2012-02-22,122.9,640.0,2211.5,538.54,1006.16
2012-02-23,123.62,640.0,2228.75,548.85,980.62
2012-02-24,125.47,642.5,2252.75,535.97,980.32
2012-02-27,124.17,642.5,2266.75,527.0,988.75
2012-02-28,121.55,642.5,2307.75,523.09,1030.45
2012-02-29,122.66,642.5,2301.25,546.78,1043.57
2012-03-01,126.2,642.5,2288.5,543.13,991.25
2012-03-02,123.65,645.0,2295.25,547.35,1035.65
2012-03-05,123.8,645.0,2253.25,531.45,997.76
2012-03-06,121.98,645.0,2202.25,528.61,988.47
2012-03-07,124.12,645.0,2172.5,525.07,1005.77
2012-03-08,125.44,645.0,2174.75,536.24,971.83
2012-03-09,125.98,645.0,2169.75,544.12,978.2
2012-03-12,125.34,645.0,2166.25,537.57,950.3
2012-03-13,126.22,645.0,2187.25,539.21,961.4
2012-03-14,124.97,645.0,2196.25,554.11,974.42
2012-03-15,123.55,645.0,2195.25,535.79,959.95
2012-03-16,125.81,650.0,2222.0,545.62,1007.15
2012-03-19,125.71,650.0,2218.75,554.42,993.75
2012-03-20,124.12,650.0,2218.75,541.44,1000.51
2012-03-21,124.2,650.0,2192.25,548.83,969.51
2012-03-22,123.14,650.0,2139.25,556.47,958.91
2012-03-23,125.13,650.0,2130.75,559.73,978.15
2012-03-26,125.65,650.0,2136.75,533.59,997.9
2012-03-27,125.54,650.0,2132.75,559.06,943.28
2012-03-28,124.16,650.0,2137.75,544.57,993.37
2012-03-29,122.39,650.0,2107.0,536.58,964.22
2012-03-30,122.88,647.5,2098.25,541.25,959.88
2012-04-02,125.43,647.5,2081.25,558.73,951.41
2012-04-03,124.86,647.5,2090.5,542.73,929.63
2012-04-04,122.34,647.5,2059.25,536.89,919.82
2012-04-05,123.43,647.5,2053.5,547.03,947.18
2012-04-09,122.67,647.5,2050.25,534.08,931.17
2012-04-10,119.88,647.5,2050.25,528.18,962.72
2012-04-11,120.18,647.5,2035.75,529.97,929.24
2012-04-12,121.71,647.5,2069.5,530.24,925.98
2012-04-13,121.83,645.0,2045.75,529.08,949.6
2012-04-16,118.68,645.0,2026.5,528.04,918.53
2012-04-17,118.78,645.0,2040.25,544.32,936.11
2012-04-18,117.97,645.0,2028.25,529.29,941.45
2012-04-19,118.0,645.0,2016.25,534.6,948.67
2012-04-20,118.76,647.5,2034.25,554.65,949.87
2012-04-23,118.71,647.5,2034.25,540.9,943.36
2012-04-24,118.16,647.5,2029.5,547.08,941.76
2012-04-25,119.12,647.5,2039.75,531.17,960.49
2012-04-26,119.92,647.5,2040.25,531.98,924.42
2012-04-27,119.83,645.0,2068.0,525.09,916.01
2012-04-30,119.47,645.0,2057.5,529.17,927.79
2012-05-01,119.66,645.0,2066.5,532.76,927.75
2012-05-02,118.2,645.0,2064.25,529.18,951.63
2012-05-03,116.08,645.0,2047.25,525.91,943.62
2012-05-04,113.18,635.0,2047.75,518.56,937.2
2012-05-07,113.16,635.0,2025.75,529.38,897.8
2012-05-08,112.73,635.0,2025.75,521.2,937.18
2012-05-09,113.2,635.0,1986.75,526.32,902.0
2012-05-10,112.73,635.0,2003.25,530.65,926.07
2012-05-11,112.26,632.5,1991.75,534.49,915.27
2012-05-14,111.57,632.5,1981.5,513.71,899.95
2012-05-15,112.24,632.5,1979.0,537.94,888.01
2012-05-16,111.71,632.5,1994.25,532.4,890.61
2012-05-17,107.49,632.5,1986.75,514.26,926.99
2012-05-18,107.14,627.5,2016.25,535.16,939.98
2012-05-21,108.81,627.5,2003.75,536.99,921.56
2012-05-22,108.41,627.5,1996.25,509.89,889.05
2012-05-23,105.56,627.5,1974.75,516.11,897.3
2012-05-24,106.55,627.5,1968.5,532.92,913.22
2012-05-25,106.83,615.0,1979.25,521.01,915.48
2012-05-28,107.11,615.0,1980.25,503.7,880.15
2012-05-29,106.68,615.0,1979.25,504.38,873.3
2012-05-30,103.47,615.0,1957.25,508.71,903.26
2012-05-31,101.87,615.0,1973.25,511.9,888.99
2012-06-01,98.43,610.0,1936.5,511.29,868.66
2012-06-04,98.85,610.0,1944.75,503.78,858.68
2012-06-05,98.84,610.0,1944.75,506.63,886.67
2012-06-06,100.64,610.0,1944.75,515.67,903.78
2012-06-07,99.93,610.0,1946.75,493.86,909.88
2012-06-08,99.47,605.0,1938.25,496.41,884.38
2012-06-11,98.0,605.0,1943.25,510.05,882.85
2012-06-12,97.14,605.0,1925.75,515.37,854.15
2012-06-13,97.13,605.0,1923.75,503.78,877.86
2012-06-14,97.03,605.0,1924.25,504.38,869.12
2012-06-15,97.61,605.0,1914.25,491.65,877.89
2012-06-18,96.05,605.0,1881.75,501.62,855.19
2012-06-19,95.76,605.0,1878.25,504.14,846.27
2012-06-20,92.69,605.0,1879.25,494.77,838.1
2012-06-21,89.23,605.0,1841.75,494.9,835.94
2012-06-22,90.98,605.0,1823.25,498.5,819.42
2012-06-25,91.01,605.0,1816.75,487.74,821.35
2012-06-26,93.02,605.0,1810.25,497.24,860.54
2012-06-27,93.5,605.0,1810.25,494.0,833.45
2012-06-28,91.36,605.0,1832.25,497.07,844.48
2012-06-29,97.8,595.0,1834.25,484.25,861.23
2012-07-02,97.34,595.0,1866.75,507.08,878.39
2012-07-03,100.68,595.0,1910.5,498.92,873.04
2012-07-04,99.77,595.0,1929.75,501.28,891.24
2012-07-05,100.7,595.0,1914.25,504.75,860.95
2012-07-06,98.19,585.0,1887.5,487.59,846.91
2012-07-09,100.32,585.0,1876.25,475.97,848.87
2012-07-10,97.97,585.0,1889.5,488.68,866.37
2012-07-11,100.23,585.0,1872.25,490.59,861.81
2012-07-12,101.07,585.0,1835.25,495.4,831.12
2012-07-13,102.4,580.0,1861.25,482.49,829.22
2012-07-16,103.55,580.0,1861.25,473.88,855.01
2012-07-17,104.0,580.0,1888.25,478.51,838.3
2012-07-18,105.16,580.0,1868.25,481.05,855.15
2012-07-19,107.8,580.0,1908.75,489.81,875.56
2012-07-20,106.83,567.5,1894.25,477.38,866.5
2012-07-23,103.26,567.5,1835.25,470.55,848.04
2012-07-24,103.42,567.5,1839.75,488.54,855.61
2012-07-25,104.38,567.5,1846.5,477.89,839.46
2012-07-26,105.26,567.5,1865.25,467.56,857.69
2012-07-27,106.47,560.0,1859.75,458.08,848.09
2012-07-30,106.2,560.0,1851.25,459.47,823.37
2012-07-31,104.92,560.0,1862.25,461.84,818.42
2012-08-01,105.96,560.0,1843.75,459.64,825.76
2012-08-02,105.9,560.0,1820.75,460.36,826.05
2012-08-03,108.94,557.5,1806.25,461.76,830.02
2012-08-06,109.55,557.5,1828.75,458.74,849.4
2012-08-07,112.0,557.5,1863.0,479.55,828.78
2012-08-08,112.14,557.5,1872.5,456.63,828.34
2012-08-09,113.22,557.5,1865.75,469.33,869.0
2012-08-10,112.95,545.0,1834.5,456.12,811.28
2012-08-13,113.6,545.0,1823.75,472.0,826.38
2012-08-14,114.03,545.0,1812.75,448.13,828.16
2012-08-15,116.25,545.0,1803.25,456.44,823.54
2012-08-16,116.9,545.0,1793.25,472.32,798.06
2012-08-17,113.71,530.0,1810.25,456.54,796.25
2012-08-20,113.7,530.0,1798.5,455.24,794.8
2012-08-21,114.64,530.0,1820.75,440.44,826.02
2012-08-22,114.91,530.0,1828.5,438.16,826.66
2012-08-23,115.01,530.0,1861.25,451.53,822.07
2012-08-24,113.59,520.0,1871.0,450.02,841.76
2012-08-27,112.26,520.0,1882.5,439.95,854.35
2012-08-28,112.58,520.0,1882.5,440.4,815.3
2012-08-29,112.54,520.0,1872.5,432.72,834.92
2012-08-30,112.65,520.0,1867.5,445.62,842.85
2012-08-31,114.57,515.0,1848.75,426.75,813.83
2012-09-03,115.78,515.0,1879.5,430.55,827.11
2012-09-04,114.18,515.0,1927.25,432.89,857.95
2012-09-05,113.09,515.0,1927.75,434.82,872.29
2012-09-06,113.49,515.0,1962.5,427.98,879.72
2012-09-07,114.25,505.0,1987.75,416.99,873.33
2012-09-10,114.81,505.0,2031.75,429.8,896.06
2012-09-11,115.4,505.0,2057.0,421.66,885.23
2012-09-12,115.96,505.0,2074.25,429.27,906.0
2012-09-13,116.9,505.0,2081.75,418.52,899.39
2012-09-14,116.66,505.0,2176.75,426.85,915.45
2012-09-17,113.79,505.0,2161.75,427.59,938.07
2012-09-18,112.03,505.0,2152.5,414.94,926.3
2012-09-19,108.19,505.0,2123.5,421.47,904.49
2012-09-20,110.03,505.0,2095.5,416.66,925.81
2012-09-21,111.42,515.0,2093.25,422.91,880.5
2012-09-24,109.81,515.0,2058.5,446.72,884.55
2012-09-25,110.45,515.0,2068.5,429.46,874.11
2012-09-26,110.04,515.0,2048.5,442.08,905.43
2012-09-27,112.01,515.0,2067.75,428.01,909.15
2012-09-28,112.39,517.5,2093.75,441.23,898.69
2012-10-01,112.19,517.5,2068.25,443.25,908.79
2012-10-02,111.57,517.5,2103.75,438.82,905.25
2012-10-03,108.17,517.5,2103.75,434.89,923.8
2012-10-04,112.58,517.5,2087.5,434.21,903.37
2012-10-05,112.02,517.5,2087.5,432.45,900.91
2012-10-08,111.82,517.5,2046.25,447.61,915.12
2012-10-09,114.5,517.5,2040.25,445.57,877.44
2012-10-10,114.33,517.5,1991.5,449.06,854.53
2012-10-11,115.71,517.5,1992.25,427.29,879.59
2012-10-12,114.62,532.5,1975.0,455.14,898.65
2012-10-15,115.8,532.5,1949.75,460.97,859.67
2012-10-16,115.07,532.5,1930.5,440.43,836.77
2012-10-17,113.22,532.5,1932.25,436.97,851.04
2012-10-18,112.42,532.5,1971.25,454.97,872.37
2012-10-19,110.14,532.5,1976.25,450.03,855.26
2012-10-22,109.44,532.5,1932.25,457.07,866.2
2012-10-23,108.25,532.5,1913.25,437.97,876.76
2012-10-24,107.85,532.5,1906.75,455.5,846.57
2012-10-25,108.49,532.5,1909.25,439.68,842.67
2012-10-26,109.55,532.5,1899.25,438.87,842.05
2012-10-29,109.44,532.5,1873.25,438.87,819.04
2012-10-30,109.08,532.5,1884.25,456.27,861.31
2012-10-31,108.7,532.5,1882.25,452.18,836.85
2012-11-01,108.17,532.5,1908.25,448.25,843.89
2012-11-02,105.68,532.5,1936.75,443.35,866.53
2012-11-05,107.73,532.5,1883.75,457.67,838.4
2012-11-06,111.07,532.5,1886.75,445.32,850.94
2012-11-07,106.82,532.5,1900.5,455.86,824.33
2012-11-08,107.25,532.5,1897.25,445.82,861.58
2012-11-09,109.4,535.0,1888.75,446.56,866.7
2012-11-12,109.07,535.0,1929.0,448.81,865.35
2012-11-13,108.26,535.0,1943.75,444.29,885.86
2012-11-14,109.61,535.0,1965.5,456.61,851.84
2012-11-15,110.98,535.0,1931.75,450.27,858.08
2012-11-16,108.95,545.0,1921.25,450.43,863.64
2012-11-19,111.7,545.0,1927.75,469.33,865.71
2012-11-20,109.83,545.0,1952.25,454.78,863.89
2012-11-21,110.86,545.0,1927.75,459.37,852.84
2012-11-22,110.55,545.0,1927.75,469.28,841.82
2012-11-23,111.38,545.0,1915.25,461.69,851.64
2012-11-26,110.92,545.0,1976.25,447.65,859.63
2012-11-27,109.87,545.0,2002.75,470.06,898.33
2012-11-28,109.51,545.0,1992.25,461.41,866.84
2012-11-29,110.76,545.0,2045.5,453.61,876.57
2012-11-30,111.23,542.5,2078.5,446.37,913.6
2012-12-03,110.92,542.5,2096.25,464.23,921.79
2012-12-04,109.84,542.5,2100.25,459.25,938.0
2012-12-05,108.81,542.5,2094.5,456.68,919.5
2012-12-06,107.03,542.5,2109.25,466.17,911.07
2012-12-07,107.02,540.0,2077.75,461.26,924.77
2012-12-10,107.33,540.0,2101.25,443.99,918.41
2012-12-11,108.01,540.0,2130.5,448.48,902.79
2012-12-12,109.5,540.0,2134.5,447.05,931.67
2012-12-13,107.91,540.0,2121.25,460.22,945.65
2012-12-14,109.15,540.0,2132.25,441.13,921.37
2012-12-17,107.64,540.0,2163.25,455.43,925.51
2012-12-18,108.84,540.0,2080.5,460.91,890.32
2012-12-19,110.36,540.0,2072.5,464.34,888.64
2012-12-20,110.2,540.0,2031.75,449.74,890.38
2012-12-21,108.97,552.5,2035.25,472.73,904.07
2012-12-24,108.8,552.5,2045.25,452.93,879.48
2012-12-26,111.07,552.5,2043.25,473.86,926.07
2012-12-27,110.8,552.5,2043.25,453.79,915.99
2012-12-28,110.62,555.0,2030.5,463.25,903.38
2012-12-31,111.11,555.0,2039.75,474.54,919.73
2013-01-02,112.47,555.0,2093.25,456.7,897.06
2013-01-03,112.14,555.0,2108.25,458.85,923.84
2013-01-04,111.31,575.0,2055.5,488.69,921.07
2013-01-07,111.4,575.0,2004.75,488.65,914.74
2013-01-08,111.94,575.0,2026.75,486.47,919.95
2013-01-09,111.76,575.0,2061.25,487.97,903.75
2013-01-10,111.89,575.0,2074.25,483.61,944.73
2013-01-11,110.64,587.5,2076.75,484.8,904.12
2013-01-14,111.88,587.5,2062.25,487.82,941.26
2013-01-15,110.3,587.5,2002.25,482.66,925.45
2013-01-16,110.61,587.5,1990.75,504.18,878.92
2013-01-17,111.1,587.5,2003.25,494.68,912.62
2013-01-18,111.89,595.0,2021.25,495.41,884.3
2013-01-21,111.71,595.0,2000.75,497.21,897.37
2013-01-22,112.42,595.0,2008.75,511.86,906.27
2013-01-23,112.8,595.0,2047.25,488.19,922.79
2013-01-24,113.28,595.0,2026.75,501.24,935.52
2013-01-25,113.28,590.0,2042.25,494.83,924.64
2013-01-28,113.48,590.0,2042.25,498.0,914.22
2013-01-29,114.36,590.0,1997.5,480.56,917.35
2013-01-30,114.9,590.0,2046.25,506.03,941.84
2013-01-31,115.55,590.0,2073.25,507.95,899.71
2013-02-01,116.76,602.5,2055.75,507.33,951.78
2013-02-04,115.6,602.5,2078.5,511.08,909.05
2013-02-05,116.52,602.5,2074.75,518.11,948.82
2013-02-06,116.73,602.5,2059.25,511.63,913.95
2013-02-07,117.24,602.5,2065.75,494.91,908.01
2013-02-08,118.9,612.5,2066.25,516.13,929.18
2013-02-11,118.13,612.5,2075.75,516.91,943.54
2013-02-12,118.66,612.5,2059.25,511.39,923.49
2013-02-13,118.72,612.5,2087.25,521.03,914.38
2013-02-14,118.0,612.5,2114.5,526.99,953.99
2013-02-15,117.66,612.5,2122.75,526.64,973.93
2013-02-18,117.38,612.5,2122.75,511.96,944.21
2013-02-19,117.52,612.5,2075.25,501.59,919.17
2013-02-20,115.6,612.5,2075.25,528.05,931.23
2013-02-21,113.53,612.5,2046.75,523.13,899.21
2013-02-22,114.1,615.0,2024.25,503.23,935.43
2013-02-25,114.44,615.0,2003.75,527.89,928.9
2013-02-26,112.71,615.0,1970.75,525.96,904.24
2013-02-27,111.87,615.0,1971.5,514.96,891.53
2013-02-28,111.38,615.0,1959.75,517.09,911.48
2013-03-01,110.4,605.0,1914.25,503.01,879.43
2013-03-04,110.09,605.0,1926.75,492.5,897.83
2013-03-05,111.61,605.0,1942.75,501.32,893.45
2013-03-06,111.06,605.0,1927.5,515.41,896.22
2013-03-07,111.15,605.0,1910.25,491.18,880.64
2013-03-08,110.85,605.0,1926.75,501.11,876.33
2013-03-11,110.22,605.0,1895.25,502.95,894.07
2013-03-12,109.65,605.0,1938.75,507.07,886.65
2013-03-13,108.52,605.0,1945.25,518.44,891.84
2013-03-14,109.42,605.0,1937.75,501.22,869.23
2013-03-15,109.82,600.0,1943.5,497.35,891.11
2013-03-18,109.51,600.0,1895.25,509.05,871.98
2013-03-19,107.45,600.0,1902.25,500.05,853.45
2013-03-20,108.72,600.0,1905.25,493.45,848.3
2013-03-21,107.47,600.0,1901.5,500.06,875.1
2013-03-22,107.66,587.5,1905.5,480.94,880.6
2013-03-25,108.17,587.5,1898.25,482.09,865.85
2013-03-26,109.36,587.5,1890.25,491.82,848.23
2013-03-27,109.69,587.5,1867.25,489.54,863.35
2013-03-28,110.02,587.5,1881.25,504.25,837.93
2013-04-01,111.08,570.0,1861.5,474.27,844.57
2013-04-02,110.69,570.0,1861.5,480.45,830.28
2013-04-03,107.11,570.0,1845.25,481.21,824.87
2013-04-04,106.34,570.0,1833.25,463.32,821.59
2013-04-05,104.12,562.5,1844.75,475.44,831.43
2013-04-08,104.66,562.5,1865.25,461.83,821.4
2013-04-09,106.23,562.5,1858.25,484.28,837.16
2013-04-10,105.79,562.5,1877.75,461.23,849.28
2013-04-11,104.27,562.5,1855.25,468.44,839.83
2013-04-12,103.11,555.0,1840.75,453.06,827.1
2013-04-15,100.39,555.0,1803.75,477.91,836.39
2013-04-16,99.91,555.0,1860.5,464.04,820.63
2013-04-17,97.69,555.0,1855.25,466.19,836.27
2013-04-18,99.13,555.0,1873.5,451.78,820.4
2013-04-19,99.65,552.5,1871.25,468.86,819.49
2013-04-22,100.39,552.5,1840.75,454.04,834.9
2013-04-23,100.31,552.5,1858.25,473.1,840.34
2013-04-24,101.73,552.5,1870.75,454.17,860.75
2013-04-25,103.41,552.5,1882.75,454.1,849.16
2013-04-26,103.16,537.5,1889.75,438.1,866.74
2013-04-29,103.81,537.5,1846.25,450.01,806.73
2013-04-30,102.37,537.5,1846.25,452.23,808.72
2013-05-01,99.95,537.5,1788.25,438.26,786.45
2013-05-02,102.85,537.5,1802.5,458.02,798.91
2013-05-03,104.19,537.5,1827.5,449.57,825.1
2013-05-06,105.46,537.5,1841.0,451.75,835.22
2013-05-07,104.4,537.5,1841.0,449.28,805.07
2013-05-08,104.34,537.5,1886.25,448.18,865.25
2013-05-09,104.47,537.5,1864.25,452.51,852.56
2013-05-10,103.91,530.0,1847.5,435.58,817.04
2013-05-13,102.82,530.0,1827.25,436.08,799.22
2013-05-14,102.6,530.0,1825.25,454.17,803.06
2013-05-15,103.68,530.0,1800.25,456.64,793.15
2013-05-16,103.8,530.0,1802.25,441.38,793.66
2013-05-17,104.64,517.5,1840.25,428.95,821.71
2013-05-20,104.8,517.5,1810.75,438.72,798.65
2013-05-21,103.91,517.5,1834.75,432.4,811.75
2013-05-22,102.6,517.5,1837.25,422.15,843.17
2013-05-23,102.44,517.5,1825.75,425.52,824.25
2013-05-24,102.64,515.0,1814.25,438.13,832.47
2013-05-27,102.62,515.0,1807.75,436.65,791.12
2013-05-28,104.23,515.0,1807.75,420.56,803.27
2013-05-29,102.43,515.0,1820.75,425.27,815.4
2013-05-30,102.19,515.0,1856.5,425.46,803.62
2013-05-31,100.39,515.0,1875.25,436.53,805.52
2013-06-03,102.06,515.0,1888.25,419.95,843.64
2013-06-04,103.24,515.0,1902.25,422.37,847.31
2013-06-05,103.04,515.0,1938.75,440.39,847.7
2013-06-06,103.61,515.0,1927.25,424.38,848.09
2013-06-07,104.56,510.0,1933.25,432.84,844.96
2013-06-10,103.95,510.0,1883.5,422.05,808.71
2013-06-11,102.96,510.0,1848.25,418.29,812.3
2013-06-12,103.49,510.0,1842.5,422.09,802.8
2013-06-13,104.25,510.0,1812.75,434.57,789.51
2013-06-14,105.93,500.0,1815.25,430.17,829.18
2013-06-17,105.47,500.0,1789.25,429.44,803.0
2013-06-18,106.02,500.0,1794.75,418.61,811.24
2013-06-19,106.12,500.0,1792.25,425.47,790.6
2013-06-20,102.15,500.0,1748.25,412.99,778.44
2013-06-21,100.91,500.0,1747.75,414.97,770.53
2013-06-24,101.16,500.0,1728.75,430.23,757.86
2013-06-25,101.26,500.0,1744.25,407.97,766.78
2013-06-26,101.66,500.0,1732.75,409.88,792.03
2013-06-27,102.82,500.0,1719.25,413.19,782.27
2013-06-28,102.16,497.5,1730.75,406.55,778.99
2013-07-01,103.0,497.5,1753.75,410.6,783.58
2013-07-02,104.0,497.5,1792.25,420.89,818.14
2013-07-03,105.76,497.5,1774.25,417.18,772.19
2013-07-04,105.54,497.5,1767.25,428.98,779.7
2013-07-05,107.72,500.0,1742.75,429.57,776.44
2013-07-08,107.43,500.0,1736.25,417.49,794.46
2013-07-09,107.81,500.0,1739.75,415.48,805.64
2013-07-10,108.51,500.0,1761.25,418.66,777.63
2013-07-11,107.73,500.0,1800.25,423.83,820.69
2013-07-12,108.81,515.0,1790.0,427.73,820.56
2013-07-15,109.09,515.0,1761.25,437.05,781.98
2013-07-16,109.4,515.0,1752.25,431.52,787.43
2013-07-17,108.61,515.0,1772.25,435.08,794.29
2013-07-18,108.7,515.0,1752.75,432.08,814.88
2013-07-19,108.07,515.0,1772.5,428.27,783.23
2013-07-22,108.15,515.0,1794.25,445.3,820.26
2013-07-23,108.42,515.0,1801.25,440.54,800.18
2013-07-24,107.19,515.0,1806.75,424.08,820.86
2013-07-25,107.65,515.0,1784.25,443.11,798.45
2013-07-26,107.17,520.0,1761.25,437.1,799.88
2013-07-29,107.45,520.0,1759.75,447.85,811.61
2013-07-30,106.91,520.0,1741.25,445.25,803.79
2013-07-31,107.7,520.0,1731.75,435.58,803.77
2013-08-01,109.54,520.0,1776.25,425.36,780.74
2013-08-02,108.95,525.0,1769.5,435.66,810.38
2013-08-05,108.7,525.0,1755.25,442.84,779.12
2013-08-06,108.18,525.0,1752.75,445.17,791.29
2013-08-07,107.44,525.0,1730.75,435.07,790.03
2013-08-08,106.68,525.0,1781.5,431.79,799.7
2013-08-09,108.22,532.5,1821.25,456.64,821.62
2013-08-12,108.97,532.5,1832.25,460.81,849.14
2013-08-13,109.82,532.5,1839.25,448.65,809.09
2013-08-14,110.2,532.5,1834.75,439.21,834.51
2013-08-15,111.11,532.5,1842.25,442.1,823.45
2013-08-16,110.4,532.5,1876.25,435.13,821.23
2013-08-19,109.9,532.5,1872.25,459.12,821.05
2013-08-20,110.15,532.5,1848.5,437.75,852.77
2013-08-21,109.81,532.5,1852.25,450.02,850.46
2013-08-22,109.9,532.5,1857.25,441.91,853.57
2013-08-23,111.04,532.5,1834.5,449.66,850.37
2013-08-26,110.73,532.5,1827.75,452.22,809.25
2013-08-27,114.36,532.5,1827.75,457.75,817.72
2013-08-28,116.61,532.5,1826.25,441.41,833.5
2013-08-29,115.16,532.5,1797.5,435.86,814.26
2013-08-30,114.01,532.5,1775.25,439.02,803.3
2013-09-02,114.33,532.5,1763.75,459.64,796.67
2013-09-03,115.68,532.5,1772.75,459.21,811.52
2013-09-04,114.91,532.5,1744.25,451.61,800.84
2013-09-05,115.26,532.5,1744.25,451.76,781.14
2013-09-06,116.12,540.0,1780.25,459.73,810.75
2013-09-09,113.72,540.0,1766.75,445.89,809.41
2013-09-10,111.25,540.0,1759.25,465.54,806.89
2013-09-11,111.5,540.0,1756.25,452.09,788.62
2013-09-12,112.63,540.0,1746.0,451.34,811.17
2013-09-13,112.78,547.5,1746.0,461.08,779.24
2013-09-16,110.07,547.5,1734.25,447.51,790.33
2013-09-17,108.19,547.5,1729.75,450.43,808.52
2013-09-18,110.6,547.5,1741.75,466.69,803.02
2013-09-19,108.76,547.5,1783.25,448.24,801.52
2013-09-20,109.22,547.5,1771.25,462.69,818.79
2013-09-23,108.16,547.5,1754.25,452.61,806.55
2013-09-24,108.64,547.5,1753.25,456.67,817.41
2013-09-25,108.32,547.5,1751.5,453.84,813.76
2013-09-26,109.21,547.5,1751.5,455.86,808.04
2013-09-27,108.63,535.0,1789.25,455.64,810.38
2013-09-30,108.37,535.0,1802.75,444.2,797.43
2013-10-01,107.94,535.0,1785.5,451.38,797.89
2013-10-02,109.19,535.0,1773.25,449.19,801.9
2013-10-03,109.0,535.0,1785.25,454.22,814.57
2013-10-04,109.46,535.0,1789.25,461.68,811.9
2013-10-07,109.68,535.0,1790.75,456.21,801.49
2013-10-08,110.16,535.0,1790.75,442.33,787.93
2013-10-09,109.06,535.0,1838.75,437.16,827.42
2013-10-10,111.8,535.0,1818.25,443.94,811.11
2013-10-11,111.28,522.5,1829.75,442.77,832.74
2013-10-14,111.04,522.5,1821.75,428.36,795.05
2013-10-15,109.96,522.5,1804.75,439.9,816.54
2013-10-16,110.86,522.5,1786.75,442.73,828.07
2013-10-17,109.11,522.5,1795.75,435.45,793.31
2013-10-18,109.94,522.5,1808.25,447.14,812.18
2013-10-21,109.64,522.5,1807.25,429.54,793.2
2013-10-22,109.97,522.5,1829.25,428.78,826.76
2013-10-23,107.8,522.5,1821.5,445.58,819.74
