Price,Date
1844.75,2014-06-20
1856.75,2014-06-23
1856.75,2014-06-24
1866.25,2014-06-25
1856.75,2014-06-26
1849.75,2014-06-27
1850.25,2014-06-30
1837.25,2014-07-01
1861.5,2014-07-02
1889.5,2014-07-03
1892.75,2014-07-04
1893.5,2014-07-07
1910.25,2014-07-08
1923.75,2014-07-09
1885.25,2014-07-10
1906.25,2014-07-11
1922.75,2014-07-14
1927.75,2014-07-15
1962.25,2014-07-16
1967.25,2014-07-17
1958.25,2014-07-18
1987.5,2014-07-21
2020.25,2014-07-22
2010.5,2014-07-23
2013.25,2014-07-24
2008.25,2014-07-25
1987.25,2014-07-28
1973.75,2014-07-29
1982.25,2014-07-30
2016.25,2014-07-31
1964.25,2014-08-01
1978.5,2014-08-04
2001.75,2014-08-05
1983.0,2014-08-06
2014.25,2014-08-07
2017.25,2014-08-08
2031.0,2014-08-11
2039.75,2014-08-12
2025.75,2014-08-13
2004.75,2014-08-14
1979.5,2014-08-15
1994.5,2014-08-18
2027.75,2014-08-19
2036.75,2014-08-20
2058.25,2014-08-21
2058.25,2014-08-22
2081.75,2014-08-25
2081.75,2014-08-26
2082.25,2014-08-27
2107.75,2014-08-28
2113.75,2014-08-29
2081.75,2014-09-01
2082.75,2014-09-02
2077.5,2014-09-03
2085.25,2014-09-04
2074.5,2014-09-05
2081.0,2014-09-08
2044.75,2014-09-09
2011.75,2014-09-10
2001.75,2014-09-11
2008.25,2014-09-12
1958.0,2014-09-15
1969.25,2014-09-16
1966.25,2014-09-17
1949.75,2014-09-18
1949.0,2014-09-19
1924.75,2014-09-22
1924.75,2014-09-23
1922.25,2014-09-24
1926.75,2014-09-25
1924.25,2014-09-26
1913.5,2014-09-29
1934.5,2014-09-30
1898.25,2014-10-01
1869.25,2014-10-02
1882.75,2014-10-03
1897.75,2014-10-06
1885.75,2014-10-07
1920.25,2014-10-08
1923.5,2014-10-09
1891.25,2014-10-10
1903.25,2014-10-13
1908.75,2014-10-14
1912.25,2014-10-15
1872.75,2014-10-16
1929.25,2014-10-17
1954.25,2014-10-20
1971.5,2014-10-21
1979.75,2014-10-22
1984.25,2014-10-23
1950.25,2014-10-24
1963.25,2014-10-27
1990.25,2014-10-28
2011.75,2014-10-29
2015.25,2014-10-30
2056.75,2014-10-31
2055.75,2014-11-03
2050.25,2014-11-04
2037.5,2014-11-05
2052.25,2014-11-06
2076.75,2014-11-07
2040.75,2014-11-10
2017.5,2014-11-11
2061.75,2014-11-12
2064.5,2014-11-13
2020.25,2014-11-14
2049.25,2014-11-17
2015.25,2014-11-18
2024.75,2014-11-19
2016.75,2014-11-20
2077.0,2014-11-21
2059.75,2014-11-24
2083.5,2014-11-25
2098.75,2014-11-26
2098.75,2014-11-27
2071.25,2014-11-28
2020.75,2014-12-01
2014.75,2014-12-02
1966.5,2014-12-03
1974.75,2014-12-04
2001.75,2014-12-05
1959.75,2014-12-08
1944.75,2014-12-09
1949.75,2014-12-10
1935.25,2014-12-11
1917.75,2014-12-12
1916.25,2014-12-15
1874.75,2014-12-16
1863.25,2014-12-17
1888.25,2014-12-18
1887.75,2014-12-19
1877.5,2014-12-22
1851.75,2014-12-23
1833.5,2014-12-24
1827.25,2014-12-25
1827.25,2014-12-26
1827.25,2014-12-29
1834.0,2014-12-30
1831.25,2014-12-31
1821.25,2015-01-01
1821.25,2015-01-02
1792.75,2015-01-05
1772.25,2015-01-06
1761.75,2015-01-07
1776.25,2015-01-08
1797.75,2015-01-09
1778.5,2015-01-12
1766.25,2015-01-13
1767.25,2015-01-14
1782.25,2015-01-15
1798.25,2015-01-16
1825.25,2015-01-19
1829.5,2015-01-20
1830.75,2015-01-21
1866.5,2015-01-22
1830.25,2015-01-23
1817.75,2015-01-26
1846.75,2015-01-27
1849.25,2015-01-28
1822.25,2015-01-29
1837.25,2015-01-30
1851.5,2015-02-02
1869.75,2015-02-03
1862.0,2015-02-04
1848.75,2015-02-05
1871.25,2015-02-06
1854.75,2015-02-09
1842.5,2015-02-10
1811.25,2015-02-11
1817.5,2015-02-12
1831.25,2015-02-13
1814.25,2015-02-16
1800.25,2015-02-17
1796.0,2015-02-18
1801.75,2015-02-19
1796.25,2015-02-20
1772.25,2015-02-23
1791.5,2015-02-24
1783.25,2015-02-25
1798.25,2015-02-26
1794.25,2015-02-27
1796.75,2015-03-02
1783.25,2015-03-03
1786.5,2015-03-04
1787.5,2015-03-05
1784.5,2015-03-06
1760.25,2015-03-09
1749.25,2015-03-10
1753.75,2015-03-11
1741.75,2015-03-12
1743.75,2015-03-13
1760.5,2015-03-16
1769.75,2015-03-17
1771.25,2015-03-18
1782.25,2015-03-19
1762.5,2015-03-20
1786.75,2015-03-23
1786.0,2015-03-24
1763.5,2015-03-25
1783.25,2015-03-26
1771.75,2015-03-27
1776.25,2015-03-30
1788.75,2015-03-31
1765.25,2015-04-01
1770.25,2015-04-02
1784.75,2015-04-03
1784.75,2015-04-06
1784.75,2015-04-07
1774.5,2015-04-08
1773.25,2015-04-09
1772.75,2015-04-10
1781.25,2015-04-13
1781.25,2015-04-14
1810.5,2015-04-15
1856.0,2015-04-16
1846.25,2015-04-17
1858.25,2015-04-20
1826.25,2015-04-21
1817.25,2015-04-22
1805.25,2015-04-23
1829.75,2015-04-24
1827.25,2015-04-27
1827.25,2015-04-28
1890.0,2015-04-29
1909.25,2015-04-30
1918.5,2015-05-01
1910.25,2015-05-04
1910.25,2015-05-05
1915.25,2015-05-06
1870.25,2015-05-07
1863.75,2015-05-08
1851.75,2015-05-11
1854.5,2015-05-12
1859.5,2015-05-13
1845.75,2015-05-14
1812.75,2015-05-15
1795.25,2015-05-18
1749.75,2015-05-19
1748.75,2015-05-20
1735.75,2015-05-21
1725.75,2015-05-22
1710.25,2015-05-25
1710.25,2015-05-26
1699.25,2015-05-27
1719.25,2015-05-28
1705.25,2015-05-29
1691.25,2015-06-01
1711.25,2015-06-02
1716.25,2015-06-03
1697.25,2015-06-04
1693.25,2015-06-05
1695.25,2015-06-08
1722.75,2015-06-09
1726.5,2015-06-10
1701.25,2015-06-11
1701.25,2015-06-12
1660.25,2015-06-15
1660.75,2015-06-16
1675.25,2015-06-17
1680.25,2015-06-18
1650.25,2015-06-19
1650.25,2015-06-22
1680.25,2015-06-23
1690.25,2015-06-24
1670.75,2015-06-25
1667.75,2015-06-26
1641.75,2015-06-29
1646.25,2015-06-30
1665.5,2015-07-01
1692.5,2015-07-02
1684.75,2015-07-03
1643.0,2015-07-06
1644.75,2015-07-07
1619.75,2015-07-08
1648.5,2015-07-09
1652.25,2015-07-10
1658.75,2015-07-13
1652.75,2015-07-14
1674.25,2015-07-15
1663.75,2015-07-16
1663.25,2015-07-17
1636.25,2015-07-20
1630.25,2015-07-21
1610.25,2015-07-22
1604.25,2015-07-23
1594.25,2015-07-24
1600.25,2015-07-27
1608.75,2015-07-28
1618.5,2015-07-29
1608.25,2015-07-30
1593.5,2015-07-31
1563.5,2015-08-03
1577.25,2015-08-04
1569.25,2015-08-05
1552.75,2015-08-06
1556.25,2015-08-07
1552.75,2015-08-10
1546.75,2015-08-11
1546.75,2015-08-12
1538.5,2015-08-13
1540.25,2015-08-14
1523.25,2015-08-17
1531.75,2015-08-18
1521.5,2015-08-19
1543.75,2015-08-20
1523.25,2015-08-21
1485.25,2015-08-24
1525.75,2015-08-25
1513.25,2015-08-26
1527.5,2015-08-27
1549.75,2015-08-28
1577.25,2015-08-31
1577.25,2015-09-01
1569.75,2015-09-02
1606.25,2015-09-03
1601.25,2015-09-04
1587.5,2015-09-07
1593.25,2015-09-08
1627.75,2015-09-09
1607.25,2015-09-10
1614.0,2015-09-11
1598.75,2015-09-14
1600.25,2015-09-15
1598.25,2015-09-16
1606.25,2015-09-17
1624.25,2015-09-18
1611.75,2015-09-21
1578.25,2015-09-22
1571.75,2015-09-23
1560.25,2015-09-24
1566.25,2015-09-25
1536.75,2015-09-28
1548.75,2015-09-29
1561.0,2015-09-30
1578.25,2015-10-01
1544.75,2015-10-02
1546.75,2015-10-05
1546.25,2015-10-06
1566.75,2015-10-07
1551.75,2015-10-08
1606.5,2015-10-09
1607.25,2015-10-12
1559.0,2015-10-13
1568.75,2015-10-14
1567.25,2015-10-15
1542.25,2015-10-16
1535.75,2015-10-19
1506.25,2015-10-20
1490.5,2015-10-21
1479.75,2015-10-22
1480.25,2015-10-23
1467.5,2015-10-26
1453.75,2015-10-27
1433.75,2015-10-28
1440.0,2015-10-29
1447.25,2015-10-30
1451.75,2015-11-02
1469.75,2015-11-03
1472.25,2015-11-04
1472.75,2015-11-05
1491.25,2015-11-06
1505.75,2015-11-09
1485.75,2015-11-10
1493.5,2015-11-11
1484.25,2015-11-12
1475.75,2015-11-13
1457.25,2015-11-16
1462.75,2015-11-17
1453.75,2015-11-18
1445.75,2015-11-19
1474.75,2015-11-20
1423.75,2015-11-23
1432.75,2015-11-24
1428.25,2015-11-25
1470.25,2015-11-26
1479.25,2015-11-27
1441.75,2015-11-30
1441.75,2015-12-01
1459.75,2015-12-02
1462.25,2015-12-03
1502.75,2015-12-04
1497.75,2015-12-07
1461.75,2015-12-08
1493.5,2015-12-09
1478.5,2015-12-10
1499.0,2015-12-11
1475.5,2015-12-14
1477.25,2015-12-15
1477.75,2015-12-16
1482.25,2015-12-17
1507.5,2015-12-18
1509.5,2015-12-21
1517.5,2015-12-22
1538.75,2015-12-23
1540.75,2015-12-24
1540.75,2015-12-25
1540.75,2015-12-28
1534.5,2015-12-29
1506.5,2015-12-30
1507.0,2015-12-31
1465.5,2016-01-01
1465.5,2016-01-04
1472.75,2016-01-05
1456.5,2016-01-06
1454.5,2016-01-07
1475.75,2016-01-08
1471.25,2016-01-11
1456.75,2016-01-12
1452.5,2016-01-13
1477.75,2016-01-14
1467.25,2016-01-15
1486.25,2016-01-18
1493.5,2016-01-19
1461.25,2016-01-20
1469.5,2016-01-21
1497.25,2016-01-22
1479.5,2016-01-25
1480.25,2016-01-26
1507.75,2016-01-27
1526.75,2016-01-28
1529.25,2016-01-29
1519.5,2016-02-01
1524.25,2016-02-02
1513.75,2016-02-03
1531.5,2016-02-04
1530.5,2016-02-05
1495.75,2016-02-08
1491.75,2016-02-09
1498.5,2016-02-10
1493.75,2016-02-11
1498.5,2016-02-12
1505.25,2016-02-15
1528.25,2016-02-16
1519.75,2016-02-17
1529.5,2016-02-18
1551.0,2016-02-19
1572.75,2016-02-22
1575.25,2016-02-23
1551.5,2016-02-24
1599.5,2016-02-25
1588.0,2016-02-26
1621.25,2016-02-29
1590.25,2016-03-01
1596.75,2016-03-02
1603.25,2016-03-03
1587.25,2016-03-04
1599.0,2016-03-07
1589.5,2016-03-08
1563.5,2016-03-09
1564.5,2016-03-10
1548.25,2016-03-11
1532.25,2016-03-14
1507.5,2016-03-15
1494.5,2016-03-16
1503.25,2016-03-17
1497.75,2016-03-18
1485.75,2016-03-21
1480.5,2016-03-22
1479.75,2016-03-23
1469.25,2016-03-24
1472.75,2016-03-25
1472.75,2016-03-28
1472.75,2016-03-29
1477.75,2016-03-30
1491.25,2016-03-31
1523.75,2016-04-01
1522.5,2016-04-04
1497.75,2016-04-05
1480.75,2016-04-06
1484.75,2016-04-07
1491.5,2016-04-08
1493.25,2016-04-11
1513.5,2016-04-12
1545.0,2016-04-13
1548.0,2016-04-14
1534.0,2016-04-15
1546.75,2016-04-18
1565.25,2016-04-19
1597.75,2016-04-20
1627.5,2016-04-21
1634.75,2016-04-22
1640.75,2016-04-25
1631.75,2016-04-26
1642.25,2016-04-27
1648.75,2016-04-28
1672.75,2016-04-29
1628.75,2016-05-02
1628.75,2016-05-03
1610.5,2016-05-04
1601.25,2016-05-05
1598.5,2016-05-06
1556.25,2016-05-09
1542.25,2016-05-10
1559.75,2016-05-11
1544.5,2016-05-12
1528.75,2016-05-13
1525.25,2016-05-16
1531.5,2016-05-17
1529.25,2016-05-18
1535.5,2016-05-19
1558.75,2016-05-20
1525.75,2016-05-23
1552.5,2016-05-24
1538.5,2016-05-25
1552.75,2016-05-26
1551.0,2016-05-27
1547.75,2016-05-30
1547.75,2016-05-31
1543.75,2016-06-01
1558.0,2016-06-02
1542.5,2016-06-03
1547.0,2016-06-06
1540.5,2016-06-07
1595.75,2016-06-08
1591.25,2016-06-09
1583.75,2016-06-10
1581.25,2016-06-13
1604.5,2016-06-14
1613.25,2016-06-15
1592.25,2016-06-16
1602.25,2016-06-17
1607.25,2016-06-20
1623.25,2016-06-21
1623.75,2016-06-22
1627.5,2016-06-23
1600.25,2016-06-24
1591.75,2016-06-27
1602.25,2016-06-28
1613.5,2016-06-29
1634.75,2016-06-30
1644.75,2016-07-01
1652.5,2016-07-04
1623.0,2016-07-05
1623.25,2016-07-06
1636.75,2016-07-07
1640.25,2016-07-08
1652.75,2016-07-11
1645.75,2016-07-12
1669.0,2016-07-13
1671.5,2016-07-14
1681.75,2016-07-15
1644.75,2016-07-18
1642.5,2016-07-19
1608.5,2016-07-20
1594.25,2016-07-21
1599.75,2016-07-22
1600.75,2016-07-25
1590.25,2016-07-26
1583.5,2016-07-27
1597.5,2016-07-28
1615.75,2016-07-29
1645.25,2016-08-01
1635.25,2016-08-02
1619.0,2016-08-03
1615.75,2016-08-04
1627.5,2016-08-05
1644.5,2016-08-08
1625.75,2016-08-09
1645.75,2016-08-10
1629.75,2016-08-11
1634.0,2016-08-12
1644.25,2016-08-15
1675.75,2016-08-16
1685.25,2016-08-17
1690.25,2016-08-18
1648.25,2016-08-19
1651.0,2016-08-22
1652.5,2016-08-23
1656.25,2016-08-24
1623.5,2016-08-25
1627.25,2016-08-26
1627.25,2016-08-29
1627.25,2016-08-30
1600.75,2016-08-31
1586.75,2016-09-01
1591.5,2016-09-02
1568.25,2016-09-05
1573.25,2016-09-06
1582.25,2016-09-07
1565.5,2016-09-08
1567.0,2016-09-09
1545.25,2016-09-12
1556.25,2016-09-13
1552.25,2016-09-14
1559.75,2016-09-15
1559.5,2016-09-16
1558.25,2016-09-19
1562.5,2016-09-20
1569.5,2016-09-21
1611.25,2016-09-22
1637.25,2016-09-23
1619.75,2016-09-26
1647.75,2016-09-27
1648.25,2016-09-28
1652.75,2016-09-29
1658.25,2016-09-30
1649.5,2016-10-03
1670.25,2016-10-04
1662.25,2016-10-05
1667.25,2016-10-06
1674.0,2016-10-07
1677.5,2016-10-10
1672.75,2016-10-11
1683.75,2016-10-12
1680.5,2016-10-13
1684.5,2016-10-14
1644.75,2016-10-17
1663.25,2016-10-18
1621.5,2016-10-19
1612.25,2016-10-20
1616.5,2016-10-21
1626.25,2016-10-24
1650.5,2016-10-25
1672.5,2016-10-26
1681.25,2016-10-27
1701.25,2016-10-28
1722.75,2016-10-31
1731.5,2016-11-01
1708.5,2016-11-02
1725.5,2016-11-03
1718.0,2016-11-04
1715.0,2016-11-07
1705.75,2016-11-08
1737.0,2016-11-09
1772.25,2016-11-10
1776.75,2016-11-11
1764.5,2016-11-14
1726.0,2016-11-15
1718.75,2016-11-16
1692.25,2016-11-17
1711.75,2016-11-18
1725.5,2016-11-21
1738.5,2016-11-22
1765.25,2016-11-23
1773.5,2016-11-24
1750.5,2016-11-25
1766.25,2016-11-28
1721.75,2016-11-29
1722.25,2016-11-30
1723.0,2016-12-01
1714.75,2016-12-02
1727.5,2016-12-05
1717.0,2016-12-06
1727.75,2016-12-07
1731.0,2016-12-08
1742.25,2016-12-09
1749.25,2016-12-12
1754.75,2016-12-13
1751.75,2016-12-14
1735.5,2016-12-15
1732.25,2016-12-16
1716.75,2016-12-19
1722.25,2016-12-20
1730.25,2016-12-21
1737.25,2016-12-22
1739.5,2016-12-23
1726.25,2016-12-26
1726.25,2016-12-27
1726.25,2016-12-28
1712.75,2016-12-29
1713.25,2016-12-30
1701.5,2017-01-02
1701.5,2017-01-03
1700.5,2017-01-04
1709.25,2017-01-05
1721.75,2017-01-06
1716.75,2017-01-09
1757.25,2017-01-10
1748.0,2017-01-11
1787.5,2017-01-12
1790.25,2017-01-13
1811.75,2017-01-16
1805.25,2017-01-17
1800.25,2017-01-18
1831.0,2017-01-19
1838.75,2017-01-20
1869.0,2017-01-23
1869.5,2017-01-24
1848.75,2017-01-25
1837.25,2017-01-26
1827.0,2017-01-27
1806.5,2017-01-30
1820.0,2017-01-31
1817.25,2017-02-01
1812.75,2017-02-02
1808.25,2017-02-03
1811.5,2017-02-06
1808.5,2017-02-07
1820.75,2017-02-08
1838.75,2017-02-09
1848.5,2017-02-10
1867.25,2017-02-13
1892.5,2017-02-14
1870.75,2017-02-15
1877.5,2017-02-16
1865.25,2017-02-17
1877.75,2017-02-20
1877.75,2017-02-21
1872.75,2017-02-22
1882.25,2017-02-23
1876.5,2017-02-24
1907.5,2017-02-27
1894.75,2017-02-28
1933.75,2017-03-01
1928.0,2017-03-02
1908.0,2017-03-03
1867.5,2017-03-06
1857.75,2017-03-07
1880.75,2017-03-08
1846.75,2017-03-09
1884.25,2017-03-10
1881.5,2017-03-13
1850.5,2017-03-14
1862.5,2017-03-15
1894.75,2017-03-16
1900.5,2017-03-17
1907.75,2017-03-20
1917.0,2017-03-21
1909.0,2017-03-22
1912.5,2017-03-23
1917.25,2017-03-24
1915.5,2017-03-27
1918.25,2017-03-28
1930.75,2017-03-29
1954.75,2017-03-30
1946.25,2017-03-31
1948.25,2017-04-03
1937.5,2017-04-04
1961.0,2017-04-05
1955.75,2017-04-06
1929.25,2017-04-07
1928.75,2017-04-10
1907.25,2017-04-11
1906.75,2017-04-12
1889.75,2017-04-13
1915.25,2017-04-14
1915.25,2017-04-17
1915.25,2017-04-18
1895.0,2017-04-19
1932.75,2017-04-20
1932.25,2017-04-21
1927.75,2017-04-24
1942.5,2017-04-25
1957.25,2017-04-26
1954.25,2017-04-27
1929.75,2017-04-28
1908.0,2017-05-01
1908.0,2017-05-02
1915.5,2017-05-03
1909.25,2017-05-04
1906.5,2017-05-05
1878.75,2017-05-08
1873.75,2017-05-09
1869.75,2017-05-10
1886.0,2017-05-11
1879.5,2017-05-12
1899.25,2017-05-15
1914.5,2017-05-16
1927.5,2017-05-17
1904.5,2017-05-18
1937.75,2017-05-19
1942.0,2017-05-22
1925.75,2017-05-23
1943.5,2017-05-24
1953.5,2017-05-25
1949.5,2017-05-26
1943.25,2017-05-29
1943.25,2017-05-30
1919.25,2017-05-31
1929.5,2017-06-01
1916.25,2017-06-02
1917.25,2017-06-05
1892.5,2017-06-06
1903.25,2017-06-07
1902.25,2017-06-08
1901.25,2017-06-09
1887.5,2017-06-12
1876.5,2017-06-13
1886.25,2017-06-14
1863.75,2017-06-15
1860.0,2017-06-16
1861.25,2017-06-19
1888.5,2017-06-20
1865.0,2017-06-21
1871.75,2017-06-22
1867.5,2017-06-23
1854.75,2017-06-26
1861.25,2017-06-27
1885.75,2017-06-28
1897.25,2017-06-29
1908.25,2017-06-30
1917.25,2017-07-03
1903.25,2017-07-04
1912.75,2017-07-05
1925.25,2017-07-06
1919.5,2017-07-07
1913.75,2017-07-10
1878.5,2017-07-11
1876.0,2017-07-12
1910.75,2017-07-13
1903.0,2017-07-14
1900.75,2017-07-17
1886.5,2017-07-18
1906.5,2017-07-19
1897.75,2017-07-20
1900.75,2017-07-21
1889.75,2017-07-24
1896.25,2017-07-25
1911.75,2017-07-26
1922.75,2017-07-27
1891.5,2017-07-28
1903.5,2017-07-31
1886.5,2017-08-01
1903.0,2017-08-02
1891.25,2017-08-03
1889.0,2017-08-04
1919.5,2017-08-07
1980.5,2017-08-08
2017.5,2017-08-09
2023.5,2017-08-10
2040.0,2017-08-11
2029.75,2017-08-14
2055.5,2017-08-15
2074.75,2017-08-16
2095.0,2017-08-17
2104.25,2017-08-18
2084.25,2017-08-21
2104.25,2017-08-22
2082.25,2017-08-23
2104.5,2017-08-24
2096.0,2017-08-25
2091.0,2017-08-28
2091.0,2017-08-29
2066.25,2017-08-30
2113.25,2017-08-31
2113.25,2017-09-01
2095.25,2017-09-04
2081.5,2017-09-05
2069.25,2017-09-06
2074.5,2017-09-07
2071.5,2017-09-08
2100.25,2017-09-11
2082.75,2017-09-12
2082.5,2017-09-13
2064.5,2017-09-14
2067.75,2017-09-15
2066.25,2017-09-18
2107.25,2017-09-19
2163.75,2017-09-20
2153.5,2017-09-21
2136.5,2017-09-22
2127.75,2017-09-25
2115.75,2017-09-26
2116.75,2017-09-27
2102.25,2017-09-28
2110.25,2017-09-29
2066.5,2017-10-02
2114.25,2017-10-03
2139.0,2017-10-04
2123.0,2017-10-05
2121.25,2017-10-06
2134.5,2017-10-09
2132.75,2017-10-10
2123.5,2017-10-11
2117.25,2017-10-12
2139.5,2017-10-13
2143.75,2017-10-16
2110.75,2017-10-17
2106.25,2017-10-18
2128.25,2017-10-19
2158.75,2017-10-20
2133.0,2017-10-23
2143.75,2017-10-24
2149.25,2017-10-25
2174.5,2017-10-26
2118.5,2017-10-27
2142.5,2017-10-30
2139.75,2017-10-31
2187.5,2017-11-01
2151.75,2017-11-02
2164.0,2017-11-03
2151.5,2017-11-06
2130.5,2017-11-07
2103.25,2017-11-08
2077.75,2017-11-09
2089.5,2017-11-10
2099.5,2017-11-13
2084.75,2017-11-14
2081.75,2017-11-15
2105.75,2017-11-16
2076.75,2017-11-17
2067.25,2017-11-20
2061.0,2017-11-21
2084.75,2017-11-22
2089.0,2017-11-23
2103.5,2017-11-24
2109.25,2017-11-27
2099.75,2017-11-28
2061.0,2017-11-29
2032.75,2017-11-30
2046.25,2017-12-01
2052.25,2017-12-04
2051.75,2017-12-05
2028.25,2017-12-06
1993.75,2017-12-07
1991.75,2017-12-08
1991.0,2017-12-11
2003.5,2017-12-12
1996.75,2017-12-13
2016.0,2017-12-14
2035.75,2017-12-15
2047.0,2017-12-18
2060.75,2017-12-19
2091.75,2017-12-20
2108.25,2017-12-21
2136.5,2017-12-22
2199.25,2017-12-25
2199.25,2017-12-26
2199.25,2017-12-27
2245.5,2017-12-28
2241.25,2017-12-29
2255.75,2018-01-01
2255.75,2018-01-02
2240.5,2018-01-03
2229.0,2018-01-04
2205.25,2018-01-05
2177.25,2018-01-08
2143.25,2018-01-09
2158.75,2018-01-10
2178.5,2018-01-11
2214.5,2018-01-12
2227.25,2018-01-15
2171.75,2018-01-16
2186.75,2018-01-17
2224.5,2018-01-18
2255.5,2018-01-19
2234.5,2018-01-22
2213.25,2018-01-23
2215.0,2018-01-24
2237.25,2018-01-25
2237.5,2018-01-26
2251.25,2018-01-29
2228.5,2018-01-30
2224.25,2018-01-31
2217.75,2018-02-01
2227.5,2018-02-02
2201.75,2018-02-05
2195.75,2018-02-06
2181.0,2018-02-07
2167.75,2018-02-08
2141.75,2018-02-09
2129.25,2018-02-12
2123.0,2018-02-13
2137.75,2018-02-14
2163.5,2018-02-15
2189.25,2018-02-16
2265.5,2018-02-19
2238.75,2018-02-20
2189.75,2018-02-21
2193.75,2018-02-22
2209.5,2018-02-23
2188.25,2018-02-26
2172.0,2018-02-27
2158.25,2018-02-28
2142.5,2018-03-01
2143.5,2018-03-02
2134.75,2018-03-05
2135.75,2018-03-06
2112.25,2018-03-07
2082.25,2018-03-08
2078.25,2018-03-09
2096.75,2018-03-12
2079.75,2018-03-13
2095.75,2018-03-14
2062.25,2018-03-15
2068.5,2018-03-16
2070.25,2018-03-19
2072.5,2018-03-20
2056.25,2018-03-21
2058.0,2018-03-22
2048.5,2018-03-23
2021.75,2018-03-26
2034.75,2018-03-27
2008.5,2018-03-28
1996.75,2018-03-29
2009.0,2018-03-30
2009.0,2018-04-02
2009.0,2018-04-03
1971.5,2018-04-04
1968.5,2018-04-05
1966.5,2018-04-06
2112.5,2018-04-09
2171.25,2018-04-10
2252.0,2018-04-11
2220.0,2018-04-12
2324.75,2018-04-13
2358.25,2018-04-16
2375.25,2018-04-17
2528.0,2018-04-18
2600.0,2018-04-19
2462.0,2018-04-20
2451.75,2018-04-23
2221.5,2018-04-24
2247.5,2018-04-25
2203.75,2018-04-26
2248.5,2018-04-27
2223.5,2018-04-30
2257.75,2018-05-01
2268.5,2018-05-02
2348.5,2018-05-03
2315.5,2018-05-04
2383.0,2018-05-07
2383.0,2018-05-08
2294.0,2018-05-09
2326.0,2018-05-10
2273.0,2018-05-11
2285.25,2018-05-14
2312.5,2018-05-15
2319.25,2018-05-16
2279.5,2018-05-17
2296.75,2018-05-18
2278.25,2018-05-21
2265.25,2018-05-22
2226.5,2018-05-23
2270.5,2018-05-24
2281.0,2018-05-25
2259.75,2018-05-28
2259.75,2018-05-29
2265.0,2018-05-30
2285.25,2018-05-31
2270.5,2018-06-01
2324.25,2018-06-04
2314.25,2018-06-05
2317.25,2018-06-06
2330.75,2018-06-07
2287.25,2018-06-08
2299.5,2018-06-11
2308.75,2018-06-12
2277.75,2018-06-13
2277.25,2018-06-14
2239.0,2018-06-15
2220.25,2018-06-18
2178.75,2018-06-19
2178.5,2018-06-20
2166.5,2018-06-21
2165.75,2018-06-22
2171.5,2018-06-25
2151.5,2018-06-26
2204.25,2018-06-27
2172.75,2018-06-28
2182.75,2018-06-29
2152.5,2018-07-02
2164.0,2018-07-03
2120.25,2018-07-04
2126.5,2018-07-05
2098.25,2018-07-06
2135.25,2018-07-09
2140.25,2018-07-10
2120.25,2018-07-11
2104.25,2018-07-12
2101.0,2018-07-13
2127.5,2018-07-16
2109.75,2018-07-17
2039.0,2018-07-18
2061.0,2018-07-19
2074.75,2018-07-20
2129.0,2018-07-23
2081.0,2018-07-24
2056.25,2018-07-25
2053.75,2018-07-26
2054.0,2018-07-27
2053.0,2018-07-30
2060.75,2018-07-31
2035.5,2018-08-01
2022.5,2018-08-02
2015.0,2018-08-03
2000.25,2018-08-06
2026.25,2018-08-07
2021.5,2018-08-08
2117.5,2018-08-09
2038.75,2018-08-10
2051.75,2018-08-13
2037.75,2018-08-14
1994.0,2018-08-15
1997.5,2018-08-16
1998.5,2018-08-17
2032.5,2018-08-20
2040.25,2018-08-21
2038.25,2018-08-22
2021.25,2018-08-23
2061.75,2018-08-24
2087.75,2018-08-27
2087.75,2018-08-28
2115.5,2018-08-29
2126.5,2018-08-30
2111.75,2018-08-31
2083.0,2018-09-03
2039.75,2018-09-04
2045.75,2018-09-05
2030.25,2018-09-06
2029.0,2018-09-07
1999.0,2018-09-10
2034.5,2018-09-11
1981.25,2018-09-12
2014.0,2018-09-13
2015.25,2018-09-14
1984.75,2018-09-17
2011.5,2018-09-18
1980.5,2018-09-19
2018.25,2018-09-20
2033.0,2018-09-21
2034.75,2018-09-24
2019.0,2018-09-25
2056.25,2018-09-26
2029.0,2018-09-27
2011.25,2018-09-28
2047.25,2018-10-01
2079.75,2018-10-02
2166.25,2018-10-03
2243.25,2018-10-04
2139.75,2018-10-05
2073.25,2018-10-08
2031.25,2018-10-09
2028.5,2018-10-10
2023.75,2018-10-11
2044.75,2018-10-12
2027.75,2018-10-15
2021.5,2018-10-16
2017.75,2018-10-17
2007.25,2018-10-18
2022.25,2018-10-19
2002.25,2018-10-22
1996.5,2018-10-23
1987.25,2018-10-24
1980.5,2018-10-25
1960.5,2018-10-26
1980.25,2018-10-29
1951.5,2018-10-30
1945.75,2018-10-31
1960.0,2018-11-01
1966.75,2018-11-02
1958.5,2018-11-05
1949.0,2018-11-06
1951.0,2018-11-07
1976.0,2018-11-08
1964.0,2018-11-09
1933.5,2018-11-12
1924.75,2018-11-13
1930.5,2018-11-14
1916.5,2018-11-15
1913.75,2018-11-16
1917.75,2018-11-19
1926.5,2018-11-20
1944.5,2018-11-21
1941.25,2018-11-22
1922.25,2018-11-23
1919.0,2018-11-26
1924.75,2018-11-27
1912.0,2018-11-28
1932.0,2018-11-29
1934.75,2018-11-30
1982.25,2018-12-03
1984.75,2018-12-04
1966.25,2018-12-05
1944.0,2018-12-06
1961.5,2018-12-07
